Object;Property;Min;Max;Mean;Std_dev;P10;P20;P30;P40;P50;P60;P70;P80;P90
HorizB_Validation;SurfE_MQ1_Smooth_OrientationError (dega);-32.1630859375;-0.25634464621543884;-6.270039185328795;3.859107433929973;-11.421039962768553;-9.086790943145752;-7.503927707672119;-6.380815553665162;-5.4759721755981445;-4.674488353729249;-3.8096752166748047;-2.971816253662109;-2.153443145751952
HorizC_Validation;SurfE_MQ1_Smooth_OrientationError (dega);-34.7525634765625;-0.5515241622924805;-9.125868631755873;4.838113563434157;-15.928236389160155;-12.617420673370361;-10.724180984497071;-9.362246894836426;-8.235905170440674;-7.2334272384643565;-6.1608086109161375;-5.055301189422607;-3.767554092407227
HorizD_Validation;SurfE_MQ1_Smooth_OrientationError (dega);-89.94259643554688;89.9986572265625;-16.293770662336204;42.60838406305082;-60.557194519042966;-48.30904579162598;-39.23622512817383;-32.248841476440425;-26.033453941345215;-20.548907661437987;-13.84503374099732;21.1277360916138;57.749367141723646
HorizZ_Forecast;SurfE_MQ1_Smooth_OrientationError (dega);-52.7190055847168;-0.8554969429969788;-9.875394315333274;5.601554612229862;-17.08228988647461;-13.667859363555909;-11.742358589172364;-10.170930957794189;-8.828665256500244;-7.553596496582031;-6.35565414428711;-5.188046216964722;-3.920182156562803
Dips;SurfE_MQ1_Smooth_ALL_OrientationError (dega);-86.15821075439453;70.52042388916016;-29.178932113647463;37.70234695339315;-56.77562713623047;-52.86098861694336;-48.75310516357422;-43.187538146972656;-36.61087417602539;-26.502819061279297;-22.255910873413086;-20.238211631774902;39.761871337890625
HorizA_Validation;SurfE_MQ1_Smooth_ALL_OrientationError (dega);-89.99462127685547;89.97380065917969;-7.61312554939752;64.0196228945019;-81.99761352539063;-73.06924362182616;-62.03362426757813;-48.89138221740723;-33.3644905090332;29.52861022949218;51.437443542480466;67.29761047363282;79.51100158691406
HorizB_Validation;SurfE_MQ1_Smooth_ALL_OrientationError (dega);-89.9935073852539;89.9863510131836;-13.350905844561085;64.95443294379837;-83.0422378540039;-75.12719497680663;-67.20537719726563;-56.101721572875974;-44.58094024658203;-17.83524703979493;47.54796066284179;66.85305480957032;80.51024932861328
HorizC_Validation;SurfE_MQ1_Smooth_ALL_OrientationError (dega);-89.99280548095703;89.98722839355469;-18.282524923028028;72.26888437143164;-85.7363395690918;-80.76830673217773;-75.86302108764647;-69.81282501220703;-61.00229263305664;-41.339667129516606;66.31396789550782;78.38819503784181;85.40836791992187
HorizD_Validation;SurfE_MQ1_Smooth_ALL_OrientationError (dega);-89.98299407958984;89.99744415283203;6.66380730127501;71.46740498294724;-84.16881103515625;-77.53714904785156;-67.45316238403319;-47.82052383422851;43.82313537597656;61.814031219482416;71.33819351196288;77.90449447631838;84.1794044494629
HorizZ_Forecast;SurfE_MQ1_Smooth_ALL_OrientationError (dega);-89.99493408203125;89.99927520751953;-19.1892980723183;61.97555900392427;-80.68028259277344;-72.49428176879883;-64.75487060546875;-56.58543243408202;-47.21267318725586;-35.26849060058595;37.84070243835445;64.65124435424805;79.26791000366214
Dips;SurfE_R3_Exact_OrientationError (dega);-84.26971435546875;87.89827728271484;21.355815353393556;57.69138721753964;-76.99948120117188;-66.68178367614746;25.779949188232422;34.786861419677734;41.10487747192383;48.20226860046387;62.416969299316406;64.60220527648926;73.03096771240234
HorizA_Validation;SurfE_R3_Exact_OrientationError (dega);-89.9871597290039;89.95093536376953;-4.453496971837625;34.96832912032371;-51.43982620239257;-26.120637321472167;-14.385391616821291;-9.230632877349853;-6.0692877769470215;-0.8063167273998766;6.790627098083496;13.741693115234376;42.77255325317384
HorizB_Validation;SurfE_R3_Exact_OrientationError (dega);-89.66201782226562;89.86859130859375;4.677050279261706;22.07070715009787;-12.389232063293456;2.5200106143951415;3.551153087615967;4.56323390007019;5.6366353034973145;6.836680889129639;8.259278678894043;11.035782051086427;17.550561141967773
HorizC_Validation;SurfE_R3_Exact_OrientationError (dega);-89.25305938720703;89.6333236694336;5.069587085546678;23.51586865018455;-14.813253402709961;2.6839580774307255;3.801619529724121;4.724793386459351;5.6318395137786865;6.554083156585693;7.8305499076843255;9.960897636413577;21.553534126281733
HorizD_Validation;SurfE_R3_Exact_OrientationError (dega);-89.9750747680664;89.98941040039062;7.491142298133569;48.557977844052346;-68.61790618896484;-42.57516021728515;-18.202590560913084;8.122941303253175;15.58277702331543;23.290635108947754;35.12778778076171;51.16742706298829;71.02155838012696
HorizZ_Forecast;SurfE_R3_Exact_OrientationError (dega);-89.99683380126953;89.98580169677734;18.794360162090722;43.70157261710044;-72.1397933959961;6.390532493591309;10.872729206085205;16.42135124206543;23.483637809753418;29.761631393432616;38.8638973236084;50.76693534851074;69.32985305786133
Dips;SurfE_R3_Smooth100_OrientationError (dega);-7.190208911895752;-1.7227680683135986;-4.018405599594116;1.4458454791413353;-6.262163162231445;-5.485595226287842;-4.487642765045166;-4.016871809959412;-3.665165424346924;-3.383899211883545;-3.2001283168792725;-2.8908122777938843;-2.4030449390411377
HorizA_Validation;SurfE_R3_Smooth100_OrientationError (dega);-19.507190704345703;-0.21509996056556702;-5.052504578872052;3.027131164015404;-9.130918312072753;-7.341628980636596;-6.138719749450684;-5.219957017898559;-4.454391002655029;-3.7612169265747077;-3.134138059616089;-2.462227272987366;-1.7090339660644531
HorizB_Validation;SurfE_R3_Smooth100_OrientationError (dega);-32.1630859375;-0.25634464621543884;-6.270039185328795;3.859107433929973;-11.421039962768553;-9.086790943145752;-7.503927707672119;-6.380815553665162;-5.4759721755981445;-4.674488353729249;-3.8096752166748047;-2.971816253662109;-2.153443145751952
HorizC_Validation;SurfE_R3_Smooth100_OrientationError (dega);-34.7525634765625;-0.5515241622924805;-9.125868631755873;4.838113563434157;-15.928236389160155;-12.617420673370361;-10.724180984497071;-9.362246894836426;-8.235905170440674;-7.2334272384643565;-6.1608086109161375;-5.055301189422607;-3.767554092407227
HorizD_Validation;SurfE_R3_Smooth100_OrientationError (dega);-89.94259643554688;89.9986572265625;-16.293771875626348;42.60838480593106;-60.557194519042966;-48.30904579162598;-39.23622512817383;-32.248841476440425;-26.033453941345215;-20.548907661437987;-13.84503374099732;21.1277360916138;57.749367141723646
HorizZ_Forecast;SurfE_R3_Smooth100_OrientationError (dega);-52.7190055847168;-0.8554969429969788;-9.875394320095257;5.60155461972907;-17.08228988647461;-13.667859363555909;-11.742358589172364;-10.170930957794189;-8.828665256500244;-7.553596496582031;-6.35565414428711;-5.188046216964722;-3.920182156562803
